Gene	Chrom	Start	End	Strand	Introns	Expression	Functional	NotFunctional	Functional_Transcripts	NotFunctional_Transcripts	Shannon	Evenness	Hill_q0	Hill_q1	Hill_q2	Num_Isoforms	MatingTypeRegion
1141	scaffold_15	28688	29906	+	0	12	6	6	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
MicpuC2.estExt_fgenesh1_pg.C_150010	scaffold_15	32754	36641	+	5	111	6	105	2	6	1.6092	0.7739	8	4.9990	3.5869	8	0
1143	scaffold_15	39190	43794	+	6	98	3	95	1	6	1.4939	0.7677	7	4.4544	3.4924	7	0
1144	scaffold_15	46065	49179	+	5	23	23	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1145	scaffold_15	80615	81627	+	1	8	8	0	2	0	0.6616	0.9544	2	1.9378	1.8824	2	0
1146	scaffold_15	81658	82839	+	2	77	4	73	1	2	0.4056	0.3692	3	1.5002	1.2370	3	0
estExt_fgenesh2_kg.C_150007	scaffold_15	82860	83928	+	0	51	51	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1148	scaffold_15	90835	93130	+	3	32	6	26	2	3	1.4766	0.9174	5	4.3779	3.9385	5	0
estExt_fgenesh1_pm.C_150013	scaffold_15	93202	94726	+	2	215	215	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.15_4697_4279719:2	scaffold_15	97378	99246	+	1	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1151	scaffold_15	101902	103011	+	1	99	99	0	2	0	0.6216	0.8968	2	1.8619	1.7549	2	0
MicpuC2.est_orfs.15_4701_4277156:403	scaffold_15	105035	107792	+	3	17	17	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_150028	scaffold_15	107904	110639	+	6	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_150036	scaffold_15	127837	129233	+	0	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.15_#_9_#_4278852:2	scaffold_15	135807	138077	+	2	7	7	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1156	scaffold_15	145368	146256	+	1	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1157	scaffold_15	149578	150821	+	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1158	scaffold_15	155670	156488	+	0	1777	1777	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000150071	scaffold_15	157869	159068	+	2	1147	1135	12	1	1	0.0581	0.0838	2	1.0598	1.0211	2	0
MicpuC2.estExt_fgenesh1_pm.C_150008	scaffold_15	171035	173529	+	2	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1161	scaffold_15	173611	174365	+	2	650	616	34	2	1	0.3462	0.3151	3	1.4136	1.1881	3	0
1162	scaffold_15	176974	178236	+	1	1904	1904	0	2	0	0.1523	0.2198	2	1.1646	1.0728	2	0
estExt_Genewise1.C_15_t10128	scaffold_15	178503	179839	+	4	385	8	377	1	1	0.1011	0.1458	2	1.1063	1.0424	2	0
1164	scaffold_15	181397	182598	+	0	113	113	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1165	scaffold_15	182673	184906	+	1	19	19	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1166	scaffold_15	191069	191739	+	1	147	147	0	2	0	0.2827	0.4079	2	1.3268	1.1764	2	0
MicpuC2.estExt_Genewise1.C_150098	scaffold_15	194912	196239	+	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1168	scaffold_15	217654	218676	+	1	588	36	552	1	3	0.5106	0.3684	4	1.6664	1.3072	4	0
1169	scaffold_15	218739	220502	+	0	35	35	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1170	scaffold_15	221745	222854	+	0	85	85	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_150110	scaffold_15	224626	227225	+	1	14	14	0	2	0	0.6931	1.0000	2	2.0000	2.0000	2	0
1172	scaffold_15	251791	252559	+	0	78	78	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1173	scaffold_15	253787	254614	+	1	330	322	8	1	1	0.1141	0.1646	2	1.1209	1.0497	2	0
1174	scaffold_15	255907	257116	+	0	148	148	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1175	scaffold_15	258050	259631	+	2	681	681	0	3	0	0.8526	0.7761	3	2.3458	2.0279	3	0
MicpuC2.estExt_fgenesh1_kg.C_150007	scaffold_15	261846	262762	+	0	1355	1355	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_150101	scaffold_15	268776	270415	+	1	226	226	0	2	0	0.6116	0.8824	2	1.8434	1.7262	2	0
1178	scaffold_15	271981	272919	+	0	24	24	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1179	scaffold_15	276091	277563	+	0	152	152	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1180	scaffold_15	279078	280058	+	0	135	135	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_150111	scaffold_15	285348	286765	+	0	127	127	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_150115	scaffold_15	292520	294291	+	0	143	143	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1183	scaffold_15	294372	297097	+	1	20	10	10	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
MicpuC2.EuGene.0000150141	scaffold_15	297170	299432	+	1	195	195	0	3	0	0.4566	0.4156	3	1.5787	1.2874	3	0
1185	scaffold_15	299845	301121	+	1	73	73	0	3	0	0.9656	0.8789	3	2.6264	2.4212	3	0
estExt_Genewise1.C_15_t10255	scaffold_15	302414	303204	+	1	50	50	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1187	scaffold_15	305384	306292	+	0	57	57	0	2	0	0.6856	0.9891	2	1.9849	1.9703	2	0
1188	scaffold_15	309181	310668	+	0	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1189	scaffold_15	320642	322196	+	0	243	243	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.AZW_fgenesh1_pg.C_scaffold_15000099	scaffold_15	330197	332771	+	0	66	9	57	1	1	0.3983	0.5746	2	1.4893	1.3081	2	0
1191	scaffold_15	334717	335240	+	0	73	73	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1192	scaffold_15	337798	342918	+	2	11	4	7	1	1	0.6555	0.9457	2	1.9261	1.8615	2	0
estExt_Genemark1.C_150138	scaffold_15	343516	345004	+	2	211	178	33	2	2	0.8414	0.6070	4	2.3197	1.7768	4	0
1194	scaffold_15	345013	347759	+	2	19	9	10	1	1	0.6918	0.9980	2	1.9972	1.9945	2	0
1195	scaffold_15	347844	348730	+	2	1692	240	1452	2	2	0.5949	0.4291	4	1.8129	1.3997	4	0
1196	scaffold_15	351289	353478	+	1	54	54	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_15_t10283	scaffold_15	354728	355571	+	0	196	196	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_15_t10286	scaffold_15	358017	359379	+	1	825	825	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1199	scaffold_15	363998	366278	+	1	266	235	31	1	1	0.3600	0.5193	2	1.4333	1.2593	2	0
1200	scaffold_15	368834	370567	+	2	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_150032	scaffold_15	382223	384988	+	2	24	24	0	2	0	0.5623	0.8113	2	1.7548	1.6000	2	0
1202	scaffold_15	388670	390300	+	2	431	412	19	2	1	0.3302	0.3005	3	1.3912	1.1743	3	0
MicpuC2.estExt_Genewise1Plus.C_150204	scaffold_15	390453	391839	+	1	6627	6627	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1204	scaffold_15	391995	393093	+	0	556	556	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1205	scaffold_15	393127	394149	+	1	22	22	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_150122	scaffold_15	394217	396013	+	1	59	59	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1207	scaffold_15	400714	403989	+	1	1344	1325	19	2	1	0.5102	0.4644	3	1.6656	1.4107	3	0
1208	scaffold_15	405147	405902	+	1	23	0	23	0	2	0.6846	0.9877	2	1.9830	1.9665	2	0
1209	scaffold_15	406007	406329	+	0	15	0	15	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_150172	scaffold_15	412498	415616	+	1	15	15	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1211	scaffold_15	415826	419740	+	3	155	155	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1212	scaffold_15	423678	425410	+	2	86	83	3	2	1	0.6972	0.6346	3	2.0082	1.7224	3	0
1213	scaffold_15	426657	427515	+	0	45	0	45	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1214	scaffold_15	430936	432716	+	1	42	42	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1215	scaffold_15	434992	437344	+	1	15	15	0	3	0	0.9503	0.8650	3	2.5864	2.2727	3	0
1216	scaffold_15	437468	440544	+	2	14	14	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1217	scaffold_15	442820	444017	+	2	21	21	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1218	scaffold_15	451750	453184	+	0	534	534	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1219	scaffold_15	455269	457599	+	2	126	126	0	2	0	0.5489	0.7919	2	1.7313	1.5694	2	0
estExt_Genewise1Plus.C_15_t10363	scaffold_15	458855	459866	+	0	531	531	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1221	scaffold_15	467549	468629	+	0	60	60	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1222	scaffold_15	476458	477559	+	0	505	505	0	2	0	0.6414	0.9254	2	1.8992	1.8155	2	0
fgenesh2_kg.15_#_37_#_4272712:1	scaffold_15	484650	485633	+	0	767	767	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1224	scaffold_15	486632	487839	+	2	219	219	0	3	0	0.3121	0.2841	3	1.3663	1.1602	3	0
1225	scaffold_15	489603	491180	+	0	20	20	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1226	scaffold_15	491296	492600	+	0	902	902	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_150210	scaffold_15	495600	496957	+	2	1888	1888	0	2	0	0.1516	0.2187	2	1.1637	1.0724	2	0
1228	scaffold_15	497068	498044	+	0	216	216	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1229	scaffold_15	500995	503007	+	1	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_15_t10399	scaffold_15	505051	506828	+	1	8071	8071	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_150278	scaffold_15	511262	513570	+	2	88	84	4	2	1	0.6150	0.5598	3	1.8496	1.5149	3	0
estExt_Genemark1.C_150218	scaffold_15	516972	519358	+	0	326	8	318	1	2	0.7177	0.6533	3	2.0497	1.8302	3	0
1233	scaffold_15	520345	521899	+	2	157	157	0	3	0	0.2127	0.1936	3	1.2370	1.0943	3	0
1234	scaffold_15	523967	525138	+	1	339	339	0	2	0	0.0768	0.1108	2	1.0799	1.0299	2	0
1235	scaffold_15	529053	529687	+	0	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1236	scaffold_15	530721	532270	+	0	19	7	12	1	1	0.6581	0.9495	2	1.9311	1.8705	2	0
1237	scaffold_15	545838	548076	+	0	57	30	27	2	1	1.0460	0.9521	3	2.8462	2.7143	3	0
1238	scaffold_15	554328	556495	+	2	613	585	28	2	1	0.3591	0.3269	3	1.4320	1.1969	3	0
1239	scaffold_15	557517	557860	+	0	3	0	3	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1240	scaffold_15	560563	562055	+	1	1547	1547	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1241	scaffold_15	567343	570155	+	2	98	22	76	1	2	1.0698	0.9738	3	2.9148	2.8465	3	0
1242	scaffold_15	571645	574227	+	2	9	4	5	1	1	0.6870	0.9911	2	1.9877	1.9756	2	0
estExt_fgenesh2_kg.C_150047	scaffold_15	578005	580204	+	1	667	60	607	2	3	1.1766	0.7311	5	3.2434	2.7296	5	0
MicpuC2.EuGene.0000150284	scaffold_15	582751	583704	+	2	11238	11112	126	1	1	0.0615	0.0887	2	1.0634	1.0227	2	0
1245	scaffold_15	589523	590661	+	2	12	8	4	2	1	1.0986	1.0000	3	3.0000	3.0000	3	0
1246	scaffold_15	590709	591713	+	0	840	840	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1247	scaffold_15	591756	592397	+	0	808	808	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1248	scaffold_15	599048	602219	+	1	14	14	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1249	scaffold_15	603351	605225	+	1	26	26	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1250	scaffold_15	605272	606548	+	2	191	180	11	2	1	0.4225	0.3846	3	1.5258	1.2527	3	0
estExt_fgenesh3_kg.C_150027	scaffold_15	607883	609202	+	1	2824	2824	0	2	0	0.2447	0.3530	2	1.2772	1.1419	2	0
1252	scaffold_15	616539	617298	+	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_150151	scaffold_15	621846	623858	+	2	50	50	0	2	0	0.3251	0.4690	2	1.3841	1.2195	2	0
MicpuC2.EuGene.0000150309	scaffold_15	624790	626365	+	0	268	268	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1255	scaffold_15	628496	629566	+	1	11951	11951	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1256	scaffold_15	632893	634256	+	2	997	997	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1257	scaffold_15	637947	639550	+	4	41	41	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000150321	scaffold_15	641167	643141	+	0	42	42	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pm.C_150044	scaffold_15	657103	660436	+	1	46	13	33	3	2	1.2917	0.8026	5	3.6390	2.8213	5	0
estExt_Genewise1Plus.C_15_t20048	scaffold_15	669397	670994	+	2	1442	1442	0	2	0	0.6093	0.8791	2	1.8392	1.7198	2	0
1261	scaffold_15	671015	673158	+	3	161	147	14	1	2	0.3475	0.3163	3	1.4155	1.1931	3	0
MicpuC2.estExt_fgenesh1_pg.C_150210	scaffold_15	683004	684700	+	0	188	69	119	3	3	1.7384	0.9702	6	5.6884	5.4459	6	0
1263	scaffold_15	685706	687606	+	1	297	297	0	2	0	0.2467	0.3559	2	1.2798	1.1437	2	0
1264	scaffold_15	688970	691206	+	3	256	236	20	1	3	0.3592	0.2591	4	1.4322	1.1738	4	0
1265	scaffold_15	694873	695515	+	1	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000150348	scaffold_15	695634	697093	+	1	5261	2055	3206	1	1	0.6690	0.9652	2	1.9523	1.9086	2	0
1267	scaffold_15	721273	721905	+	1	56	0	56	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1268	scaffold_15	723199	724568	+	2	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1269	scaffold_15	726844	728524	+	1	244	244	0	2	0	0.0836	0.1207	2	1.0872	1.0333	2	0
1270	scaffold_15	741102	743385	+	2	27	3	24	1	4	1.5329	0.9524	5	4.6316	4.3653	5	0
1271	scaffold_15	760185	760869	+	0	906	906	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000150391	scaffold_15	771789	774828	+	1	127	56	71	2	1	0.8363	0.7612	3	2.3078	2.1287	3	0
1273	scaffold_15	774906	777137	+	1	42	39	3	3	1	0.8081	0.5829	4	2.2437	1.6673	4	0
MicpuC2.estExt_fgenesh1_kg.C_160001	scaffold_16	4895	6530	+	2	303	303	0	2	0	0.3776	0.5447	2	1.4587	1.2810	2	0
estExt_fgenesh1_pg.C_160002	scaffold_16	7521	10300	+	1	736	172	564	1	2	1.0632	0.9678	3	2.8957	2.8004	3	0
1276	scaffold_16	11944	13474	+	2	101	101	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh1_kg.16_#_3_#_53734	scaffold_16	17467	18447	+	2	18	18	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1278	scaffold_16	18500	19792	+	3	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1279	scaffold_16	21188	21976	+	1	648	22	626	1	2	0.2796	0.2545	3	1.3226	1.1370	3	0
MicpuC2.estExt_fgenesh1_pg.C_160006	scaffold_16	22110	24407	+	3	52	7	45	1	4	1.5941	0.9905	5	4.9240	4.8633	5	0
estExt_Genemark1.C_160015	scaffold_16	25200	27035	+	2	388	377	11	4	1	0.4940	0.3070	5	1.6389	1.2593	5	0
MicpuC2.EuGene.0000160019	scaffold_16	28281	31076	+	5	159	136	23	3	3	0.9056	0.5055	6	2.4735	1.6649	6	0
1283	scaffold_16	32600	33379	+	0	141	35	106	3	2	1.2776	0.7938	5	3.5879	3.1572	5	0
MicpuC2.EuGene.0000160026	scaffold_16	38031	40627	+	4	25	3	22	1	2	0.9769	0.8892	3	2.6562	2.4900	3	0
1285	scaffold_16	41770	43420	+	3	3009	2918	91	2	1	0.4144	0.3772	3	1.5135	1.2544	3	0
estExt_fgenesh1_pg.C_160011	scaffold_16	48367	50365	+	2	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1287	scaffold_16	52636	53366	+	1	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1288	scaffold_16	54040	54812	+	1	85	74	11	1	1	0.3853	0.5558	2	1.4700	1.2909	2	0
1289	scaffold_16	75610	78137	+	4	84	84	0	2	0	0.4101	0.5917	2	1.5070	1.3243	2	0
MicpuC2.estExt_Genewise1Plus.C_160062	scaffold_16	94599	99287	+	3	364	328	36	3	1	0.7448	0.5373	4	2.1061	1.6009	4	0
1292	scaffold_16	104011	105495	+	2	41	23	18	4	1	1.4300	0.8885	5	4.1787	3.5690	5	0
1293	scaffold_16	107701	108944	+	1	86	86	0	2	0	0.5686	0.8204	2	1.7659	1.6148	2	0
1294	scaffold_16	113510	116223	+	5	14	6	8	1	1	0.6829	0.9852	2	1.9796	1.9600	2	0
1295	scaffold_16	117775	118442	+	1	10	0	10	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1296	scaffold_16	129144	130550	+	2	18	18	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_160078	scaffold_16	130618	132235	+	2	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1298	scaffold_16	132772	135231	+	2	142	142	0	2	0	0.1283	0.1851	2	1.1369	1.0579	2	0
1299	scaffold_16	137334	138777	+	4	177	174	3	2	1	0.1935	0.1761	3	1.2135	1.0831	3	0
1300	scaffold_16	145129	146435	+	2	84	73	11	1	1	0.3882	0.5600	2	1.4743	1.2947	2	0
estExt_fgenesh1_pm.C_160041	scaffold_16	146664	149951	+	4	194	194	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1302	scaffold_16	150245	151762	+	3	2454	2454	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1303	scaffold_16	152999	154997	+	3	112	112	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1304	scaffold_16	161529	162330	+	1	399	399	0	2	0	0.3201	0.4618	2	1.3773	1.2142	2	0
1305	scaffold_16	163196	164652	+	0	345	345	0	2	0	0.3089	0.4456	2	1.3619	1.2024	2	0
estExt_Genewise1Plus.C_16_t10144	scaffold_16	170555	172345	+	2	917	899	18	2	1	0.1970	0.1793	3	1.2177	1.0849	3	0
MicpuC2.EuGene.0000160100	scaffold_16	172438	173512	+	2	6540	6540	0	2	0	0.3969	0.5727	2	1.4873	1.3063	2	0
1308	scaffold_16	179997	181361	+	2	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_160112	scaffold_16	181946	183657	+	1	51	51	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1310	scaffold_16	190843	191702	+	0	32	32	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1311	scaffold_16	206192	209285	+	2	91	5	86	1	6	1.7393	0.8938	7	5.6935	4.6706	7	0
1312	scaffold_16	209310	210750	+	1	16	10	6	1	1	0.6616	0.9544	2	1.9378	1.8824	2	0
1313	scaffold_16	214570	216805	+	1	31	6	25	1	2	0.9695	0.8825	3	2.6367	2.3496	3	0
1314	scaffold_16	216909	218860	+	0	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1315	scaffold_16	220700	221362	+	0	61	61	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1316	scaffold_16	222338	223342	+	0	18	18	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_16_t10186	scaffold_16	224113	225128	+	1	210	210	0	3	0	0.3943	0.3589	3	1.4833	1.2270	3	0
1318	scaffold_16	235202	236194	+	1	37	21	16	1	1	0.6840	0.9868	2	1.9818	1.9641	2	0
1319	scaffold_16	237478	238662	+	0	5	0	5	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1320	scaffold_16	239730	240820	+	0	184	184	0	2	0	0.2264	0.3266	2	1.2540	1.1267	2	0
MicpuC2.estExt_fgenesh1_pg.C_160080	scaffold_16	248658	250266	+	1	10	3	7	1	1	0.6109	0.8813	2	1.8420	1.7241	2	0
1322	scaffold_16	250338	251652	+	1	92	92	0	2	0	0.3438	0.4960	2	1.4103	1.2403	2	0
MicpuC2.estExt_Genewise1.C_160145	scaffold_16	255722	256742	+	3	878	866	12	1	1	0.0722	0.1042	2	1.0749	1.0277	2	0
1324	scaffold_16	261532	262925	+	0	99	99	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_160070	scaffold_16	273134	274327	+	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1326	scaffold_16	277651	278503	+	0	8	0	8	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1327	scaffold_16	281137	282360	+	1	21	21	0	2	0	0.5983	0.8631	2	1.8190	1.6897	2	0
1328	scaffold_16	285719	287223	+	0	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1329	scaffold_16	292235	293665	+	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1330	scaffold_16	301939	303271	+	2	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1331	scaffold_16	306892	308573	+	1	16	16	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1332	scaffold_16	311039	313373	+	3	171	132	39	1	1	0.5369	0.7746	2	1.7108	1.5435	2	0
1333	scaffold_16	315312	316047	+	1	12	5	7	1	1	0.6792	0.9799	2	1.9723	1.9459	2	0
1334	scaffold_16	321176	323099	+	1	16	9	7	2	1	1.0434	0.9497	3	2.8387	2.7234	3	0
1335	scaffold_16	323154	324015	+	1	181	143	38	1	1	0.5139	0.7414	2	1.6718	1.4964	2	0
1336	scaffold_16	328722	329325	+	0	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_16_t10266	scaffold_16	330954	332604	+	1	2365	2365	0	2	0	0.1244	0.1794	2	1.1324	1.0556	2	0
1338	scaffold_16	334245	335708	+	0	237	224	13	1	1	0.2126	0.3067	2	1.2368	1.1157	2	0
1339	scaffold_16	337902	338672	+	0	33	33	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1340	scaffold_16	345299	345947	+	0	47	0	47	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1341	scaffold_16	352247	353978	+	2	107	107	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.AZW_EuGene.1300010032	scaffold_16	358984	360571	+	2	1212	1212	0	2	0	0.1897	0.2736	2	1.2089	1.0985	2	0
MicpuC2.EuGene.0000160209	scaffold_16	364570	366431	+	2	518	508	10	2	1	0.2642	0.2405	3	1.3024	1.1288	3	0
1344	scaffold_16	370658	371696	+	0	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1345	scaffold_16	374104	375316	+	1	20	12	8	2	1	1.0889	0.9912	3	2.9710	2.9412	3	0
1346	scaffold_16	376754	378759	+	1	44	44	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1347	scaffold_16	383475	385013	+	2	86	76	10	1	1	0.3594	0.5186	2	1.4325	1.2587	2	0
1348	scaffold_16	386690	388904	+	1	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.16_#_33_#_4273340:3	scaffold_16	389618	391068	+	2	403	25	378	1	3	0.8793	0.6343	4	2.4092	1.8368	4	0
1350	scaffold_16	395269	396265	+	1	392	34	358	1	1	0.2949	0.4255	2	1.3430	1.1882	2	0
1351	scaffold_16	397976	399301	+	1	708	625	83	2	2	0.8501	0.6132	4	2.3398	1.8415	4	0
1352	scaffold_16	401188	402618	+	0	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1353	scaffold_16	411493	413660	+	2	35	4	31	1	3	1.1648	0.8402	4	3.2052	2.6805	4	0
MicpuC2.estExt_fgenesh1_pg.C_160133	scaffold_16	414783	417730	+	2	51	3	48	1	5	1.6379	0.9141	6	5.1444	4.5078	6	0
estExt_Genewise1Plus.C_16_t10356	scaffold_16	421712	423151	+	2	237	228	9	1	1	0.1615	0.2329	2	1.1752	1.0788	2	0
MicpuC2.estExt_Genewise1Plus.C_160237	scaffold_16	434590	436518	+	0	62	62	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1357	scaffold_16	437650	438714	+	0	76	76	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_160212	scaffold_16	438751	440424	+	0	14	14	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1359	scaffold_16	441116	442499	+	2	7	7	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1360	scaffold_16	445575	449121	+	2	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh3_kg.C_160024	scaffold_16	463678	464762	+	0	26	26	0	2	0	0.5402	0.7793	2	1.7164	1.5505	2	0
fgenesh3_kg.16_#_25_#_isotig02659	scaffold_16	467877	468108	+	0	6	0	6	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
1363	scaffold_16	468120	470181	+	3	106	106	0	2	0	0.2175	0.3138	2	1.2430	1.1196	2	0
1364	scaffold_16	474583	476741	+	4	91	91	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
1365	scaffold_16	478948	479986	+	2	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
